2     ,0.012875  ,0.023842  ,0.018835  
27    ,5.048037  ,7.259130  ,5.580902  
52    ,36.142111 ,48.426867 ,35.737038 
77    ,128.232002,148.095846,117.092848
102   ,304.261208,341.351986,267.773867
127   ,520.023823,653.884888,515.270710
152   ,865.666151,1111.596823,877.478838
177   ,1440.737963,1790.694952,1373.516798
202   ,2091.490269,2662.288904,2429.028988
227   ,3233.684063,3934.765100,3586.869001
252   ,4214.229107,5039.843082,3843.848944
277   ,5415.685892,6648.807287,5186.968803
