99    ,0.024080  ,1.743793  ,0.020981  
199   ,1.770020  ,14.242887 ,0.132084  
299   ,13.156176 ,53.632021 ,0.257015  
399   ,41.946888 ,129.009008,0.328064  
499   ,70.144892 ,238.821030,0.264168  
599   ,101.168871,301.013231,0.441790  
699   ,166.330099,495.181084,0.596046  
799   ,284.560204,689.882994,0.693083  
899   ,383.950710,978.521109,0.794888  
